params: /var/spool/slurmd/job30980788/slurm_script, params_512.txt, 
Setting MPI environment
Reading parameters:
	 rhs_function=2
	 nx=512
	 ny=512
	 foutput=100000
	 nstep_max=100000
	 tolerance=1e-08
	 domain_decomposition=2
	 communication=2
I am rank 0 and my domain is: xmin, xmax, ymin, ymax: 0 15 0 512
I am rank 0, my neighbours are: left: -1, right: 1, bottom: -1, top: -1
I am writing output_source
Step 1, Diff=0.0078125
Step 68550, Diff=7.70942e-07
Step 68551, Diff=7.70926e-07
Step 68552, Diff=7.7091e-07
Step 68553, Diff=7.70894e-07
Step 68554, Diff=7.70877e-07
Step 68555, Diff=7.70861e-07
Step 68556, Diff=7.70845e-07
Step 68557, Diff=7.70829e-07
Step 68558, Diff=7.70812e-07
Step 68559, Diff=7.70796e-07
Step 68560, Diff=7.7078e-07
Step 68561, Diff=7.70764e-07
Step 68562, Diff=7.70748e-07
Step 68563, Diff=7.70731e-07
Step 68564, Diff=7.70715e-07
Step 68565, Diff=7.70699e-07
Step 68566, Diff=7.70683e-07
Step 68567, Diff=7.70666e-07
Step 68568, Diff=7.7065e-07
Step 68569, Diff=7.70634e-07
Step 68570, Diff=7.70618e-07
Step 68571, Diff=7.70601e-07
Step 68572, Diff=7.70585e-07
Step 68573, Diff=7.70569e-07
Step 68574, Diff=7.70553e-07
Step 68575, Diff=7.70536e-07
Step 68576, Diff=7.7052e-07
Step 68577, Diff=7.70504e-07
Step 68578, Diff=7.70488e-07
Step 68579, Diff=7.70472e-07
Step 68580, Diff=7.70455e-07
Step 68581, Diff=7.70439e-07
Step 68582, Diff=7.70423e-07
Step 68583, Diff=7.70407e-07
Step 68584, Diff=7.7039e-07
Step 68585, Diff=7.70374e-07
Step 68586, Diff=7.70358e-07
Step 68587, Diff=7.70342e-07
Step 68588, Diff=7.70326e-07
Step 68589, Diff=7.70309e-07
Step 68590, Diff=7.70293e-07
Step 68591, Diff=7.70277e-07
Step 68592, Diff=7.70261e-07
Step 68593, Diff=7.70244e-07
Step 68594, Diff=7.70228e-07
Step 68595, Diff=7.70212e-07
Step 68596, Diff=7.70196e-07
Step 68597, Diff=7.7018e-07
Step 68598, Diff=7.70163e-07
Step 68599, Diff=7.70147e-07
Step 68600, Diff=7.70131e-07
Step 68601, Diff=7.70115e-07
Step 68602, Diff=7.70098e-07
Step 68603, Diff=7.70082e-07
Step 68604, Diff=7.70066e-07
Step 68605, Diff=7.7005e-07
Step 68606, Diff=7.70034e-07
Step 68607, Diff=7.70017e-07
Step 68608, Diff=7.70001e-07
Step 68609, Diff=7.69985e-07
Step 68610, Diff=7.69969e-07
Step 68611, Diff=7.69952e-07
Step 68612, Diff=7.69936e-07
Step 68613, Diff=7.6992e-07
Step 68614, Diff=7.69904e-07
Step 68615, Diff=7.69888e-07
Step 68616, Diff=7.69871e-07
Step 68617, Diff=7.69855e-07
Step 68618, Diff=7.69839e-07
Step 68619, Diff=7.69823e-07
Step 68620, Diff=7.69807e-07
Step 68621, Diff=7.6979e-07
Step 68622, Diff=7.69774e-07
Step 68623, Diff=7.69758e-07
Step 68624, Diff=7.69742e-07
Step 68625, Diff=7.69725e-07
Step 68626, Diff=7.69709e-07
Step 68627, Diff=7.69693e-07
Step 68628, Diff=7.69677e-07
Step 68629, Diff=7.69661e-07
Step 68630, Diff=7.69644e-07
Step 68631, Diff=7.69628e-07
Step 68632, Diff=7.69612e-07
Step 68633, Diff=7.69596e-07
Step 68634, Diff=7.6958e-07
Step 68635, Diff=7.69563e-07
Step 68636, Diff=7.69547e-07
Step 68637, Diff=7.69531e-07
Step 68638, Diff=7.69515e-07
Step 68639, Diff=7.69499e-07
Step 68640, Diff=7.69482e-07
Step 68641, Diff=7.69466e-07
Step 68642, Diff=7.6945e-07
Step 68643, Diff=7.69434e-07
Step 68644, Diff=7.69418e-07
Step 68645, Diff=7.69401e-07
Step 68646, Diff=7.69385e-07
Step 68647, Diff=7.69369e-07
Step 68648, Diff=7.69353e-07
Step 68649, Diff=7.69337e-07
Step 68650, Diff=7.6932e-07
Step 68651, Diff=7.69304e-07
Step 68652, Diff=7.69288e-07
Step 68653, Diff=7.69272e-07
Step 68654, Diff=7.69256e-07
Step 68655, Diff=7.69239e-07
Step 68656, Diff=7.69223e-07
Step 68657, Diff=7.69207e-07
Step 68658, Diff=7.69191e-07
Step 68659, Diff=7.69175e-07
Step 68660, Diff=7.69158e-07
Step 68661, Diff=7.69142e-07
Step 68662, Diff=7.69126e-07
Step 68663, Diff=7.6911e-07
Step 68664, Diff=7.69094e-07
Step 68665, Diff=7.69077e-07
Step 68666, Diff=7.69061e-07
Step 68667, Diff=7.69045e-07
Step 68668, Diff=7.69029e-07
Step 68669, Diff=7.69013e-07
Step 68670, Diff=7.68996e-07
Step 68671, Diff=7.6898e-07
Step 68672, Diff=7.68964e-07
Step 68673, Diff=7.68948e-07
Step 68674, Diff=7.68932e-07
Step 68675, Diff=7.68915e-07
Step 68676, Diff=7.68899e-07
Step 68677, Diff=7.68883e-07
Step 68678, Diff=7.68867e-07
Step 68679, Diff=7.68851e-07
Step 68680, Diff=7.68835e-07
Step 68681, Diff=7.68818e-07
Step 68682, Diff=7.68802e-07
Step 68683, Diff=7.68786e-07
Step 68684, Diff=7.6877e-07
Step 68685, Diff=7.68754e-07
Step 68686, Diff=7.68737e-07
Step 68687, Diff=7.68721e-07
Step 68688, Diff=7.68705e-07
Step 68689, Diff=7.68689e-07
Step 68690, Diff=7.68673e-07
Step 68691, Diff=7.68657e-07
Step 68692, Diff=7.6864e-07
Step 68693, Diff=7.68624e-07
Step 68694, Diff=7.68608e-07
Step 68695, Diff=7.68592e-07
Step 68696, Diff=7.68576e-07
Step 68697, Diff=7.68559e-07
Step 68698, Diff=7.68543e-07
Step 68699, Diff=7.68527e-07
Step 68700, Diff=7.68511e-07
Step 68701, Diff=7.68495e-07
Step 68702, Diff=7.68479e-07
Step 68703, Diff=7.68462e-07
Step 68704, Diff=7.68446e-07
Step 68705, Diff=7.6843e-07
Step 68706, Diff=7.68414e-07
Step 68707, Diff=7.68398e-07
Step 68708, Diff=7.68381e-07
Step 68709, Diff=7.68365e-07
Step 68710, Diff=7.68349e-07
Step 68711, Diff=7.68333e-07
Step 68712, Diff=7.68317e-07
Step 68713, Diff=7.68301e-07
Step 68714, Diff=7.68284e-07
Step 68715, Diff=7.68268e-07
Step 68716, Diff=7.68252e-07
Step 68717, Diff=7.68236e-07
Step 68718, Diff=7.6822e-07
Step 68719, Diff=7.68204e-07
Step 68720, Diff=7.68187e-07
Step 68721, Diff=7.68171e-07
Step 68722, Diff=7.68155e-07
Step 68723, Diff=7.68139e-07
Step 68724, Diff=7.68123e-07
Step 68725, Diff=7.68107e-07
Step 68726, Diff=7.6809e-07
Step 68727, Diff=7.68074e-07
Step 68728, Diff=7.68058e-07
Step 68729, Diff=7.68042e-07
Step 68730, Diff=7.68026e-07
Step 68731, Diff=7.6801e-07
Step 68732, Diff=7.67993e-07
Step 68733, Diff=7.67977e-07
Step 68734, Diff=7.67961e-07
Step 68735, Diff=7.67945e-07
Step 68736, Diff=7.67929e-07
Step 68737, Diff=7.67913e-07
Step 68738, Diff=7.67896e-07
Step 68739, Diff=7.6788e-07
Step 68740, Diff=7.67864e-07
Step 68741, Diff=7.67848e-07
Step 68742, Diff=7.67832e-07
Step 68743, Diff=7.67816e-07
Step 68744, Diff=7.67799e-07
Step 68745, Diff=7.67783e-07
Step 68746, Diff=7.67767e-07
Step 68747, Diff=7.67751e-07
Step 68748, Diff=7.67735e-07
Step 68749, Diff=7.67719e-07
Step 68750, Diff=7.67703e-07
Step 68751, Diff=7.67686e-07
Step 68752, Diff=7.6767e-07
Step 68753, Diff=7.67654e-07
Step 68754, Diff=7.67638e-07
Step 68755, Diff=7.67622e-07
Step 68756, Diff=7.67606e-07
Step 68757, Diff=7.67589e-07
Step 68758, Diff=7.67573e-07
Step 68759, Diff=7.67557e-07
Step 68760, Diff=7.67541e-07
Step 68761, Diff=7.67525e-07
Step 68762, Diff=7.67509e-07
Step 68763, Diff=7.67493e-07
Step 68764, Diff=7.67476e-07
Step 68765, Diff=7.6746e-07
Step 68766, Diff=7.67444e-07
Step 68767, Diff=7.67428e-07
Step 68768, Diff=7.67412e-07
Step 68769, Diff=7.67396e-07
Step 68770, Diff=7.6738e-07
Step 68771, Diff=7.67363e-07
Step 68772, Diff=7.67347e-07
Step 68773, Diff=7.67331e-07
Step 68774, Diff=7.67315e-07
Step 68775, Diff=7.67299e-07
Step 68776, Diff=7.67283e-07
Step 68777, Diff=7.67266e-07
Step 68778, Diff=7.6725e-07
Step 68779, Diff=7.67234e-07
Step 68780, Diff=7.67218e-07
Step 68781, Diff=7.67202e-07
Step 68782, Diff=7.67186e-07
Step 68783, Diff=7.6717e-07
Step 68784, Diff=7.67153e-07
Step 68785, Diff=7.67137e-07
Step 68786, Diff=7.67121e-07
Step 68787, Diff=7.67105e-07
Step 68788, Diff=7.67089e-07
Step 68789, Diff=7.67073e-07
Step 68790, Diff=7.67057e-07
Step 68791, Diff=7.6704e-07
Step 68792, Diff=7.67024e-07
Step 68793, Diff=7.67008e-07
Step 68794, Diff=7.66992e-07
Step 68795, Diff=7.66976e-07
Step 68796, Diff=7.6696e-07
Step 68797, Diff=7.66944e-07
Step 68798, Diff=7.66928e-07
Step 68799, Diff=7.66911e-07
Step 68800, Diff=7.66895e-07
Step 68801, Diff=7.66879e-07
Step 68802, Diff=7.66863e-07
Step 68803, Diff=7.66847e-07
Step 68804, Diff=7.66831e-07
Step 68805, Diff=7.66815e-07
Step 68806, Diff=7.66798e-07
Step 68807, Diff=7.66782e-07
Step 68808, Diff=7.66766e-07
Step 68809, Diff=7.6675e-07
Step 68810, Diff=7.66734e-07
Step 68811, Diff=7.66718e-07
Step 68812, Diff=7.66702e-07
Step 68813, Diff=7.66686e-07
Step 68814, Diff=7.66669e-07
Step 68815, Diff=7.66653e-07
Step 68816, Diff=7.66637e-07
Step 68817, Diff=7.66621e-07
Step 68818, Diff=7.66605e-07
Step 68819, Diff=7.66589e-07
Step 68820, Diff=7.66573e-07
Step 68821, Diff=7.66557e-07
Step 68822, Diff=7.6654e-07
Step 68823, Diff=7.66524e-07
Step 68824, Diff=7.66508e-07
Step 68825, Diff=7.66492e-07
Step 68826, Diff=7.66476e-07
Step 68827, Diff=7.6646e-07
Step 68828, Diff=7.66444e-07
Step 68829, Diff=7.66428e-07
Step 68830, Diff=7.66411e-07
Step 68831, Diff=7.66395e-07
Step 68832, Diff=7.66379e-07
Step 68833, Diff=7.66363e-07
Step 68834, Diff=7.66347e-07
Step 68835, Diff=7.66331e-07
Step 68836, Diff=7.66315e-07
Step 68837, Diff=7.66299e-07
Step 68838, Diff=7.66282e-07
Step 68839, Diff=7.66266e-07
Step 68840, Diff=7.6625e-07
Step 68841, Diff=7.66234e-07
Step 68842, Diff=7.66218e-07
Step 68843, Diff=7.66202e-07
Step 68844, Diff=7.66186e-07
Step 68845, Diff=7.6617e-07
Step 68846, Diff=7.66153e-07
Step 68847, Diff=7.66137e-07
Step 68848, Diff=7.66121e-07
Step 68849, Diff=7.66105e-07
Step 68850, Diff=7.66089e-07
Step 68851, Diff=7.66073e-07
Step 68852, Diff=7.66057e-07
Step 68853, Diff=7.66041e-07
Step 68854, Diff=7.66025e-07
Step 68855, Diff=7.66008e-07
Step 68856, Diff=7.65992e-07
Step 68857, Diff=7.65976e-07
Step 68858, Diff=7.6596e-07
Step 68859, Diff=7.65944e-07
Step 68860, Diff=7.65928e-07
Step 68861, Diff=7.65912e-07
Step 68862, Diff=7.65896e-07
Step 68863, Diff=7.6588e-07
Step 68864, Diff=7.65863e-07
Step 68865, Diff=7.65847e-07
Step 68866, Diff=7.65831e-07
Step 68867, Diff=7.65815e-07
Step 68868, Diff=7.65799e-07
Step 68869, Diff=7.65783e-07
Step 68870, Diff=7.65767e-07
Step 68871, Diff=7.65751e-07
Step 68872, Diff=7.65735e-07
Step 68873, Diff=7.65719e-07
Step 68874, Diff=7.65702e-07
Step 68875, Diff=7.65686e-07
Step 68876, Diff=7.6567e-07
Step 68877, Diff=7.65654e-07
Step 68878, Diff=7.65638e-07
Step 68879, Diff=7.65622e-07
Step 68880, Diff=7.65606e-07
Step 68881, Diff=7.6559e-07
Step 68882, Diff=7.65574e-07
Step 68883, Diff=7.65558e-07
Step 68884, Diff=7.65541e-07
Step 68885, Diff=7.65525e-07
Step 68886, Diff=7.65509e-07
Step 68887, Diff=7.65493e-07
Step 68888, Diff=7.65477e-07
Step 68889, Diff=7.65461e-07
Step 68890, Diff=7.65445e-07
Step 68891, Diff=7.65429e-07
Step 68892, Diff=7.65413e-07
Step 68893, Diff=7.65397e-07
Step 68894, Diff=7.6538e-07
Step 68895, Diff=7.65364e-07
Step 68896, Diff=7.65348e-07
Step 68897, Diff=7.65332e-07
Step 68898, Diff=7.65316e-07
Step 68899, Diff=7.653e-07
Step 68900, Diff=7.65284e-07
Step 68901, Diff=7.65268e-07
Step 68902, Diff=7.65252e-07
Step 68903, Diff=7.65236e-07
Step 68904, Diff=7.6522e-07
Step 68905, Diff=7.65203e-07
Step 68906, Diff=7.65187e-07
Step 68907, Diff=7.65171e-07
Step 68908, Diff=7.65155e-07
Step 68909, Diff=7.65139e-07
Step 68910, Diff=7.65123e-07
Step 68911, Diff=7.65107e-07
Step 68912, Diff=7.65091e-07
Step 68913, Diff=7.65075e-07
Step 68914, Diff=7.65059e-07
Step 68915, Diff=7.65043e-07
Step 68916, Diff=7.65026e-07
Step 68917, Diff=7.6501e-07
Step 68918, Diff=7.64994e-07
Step 68919, Diff=7.64978e-07
Step 68920, Diff=7.64962e-07
Step 68921, Diff=7.64946e-07
Step 68922, Diff=7.6493e-07
Step 68923, Diff=7.64914e-07
Step 68924, Diff=7.64898e-07
Step 68925, Diff=7.64882e-07
Step 68926, Diff=7.64866e-07
Step 68927, Diff=7.6485e-07
Step 68928, Diff=7.64833e-07
Step 68929, Diff=7.64817e-07
Step 68930, Diff=7.64801e-07
Step 68931, Diff=7.64785e-07
Step 68932, Diff=7.64769e-07
Step 68933, Diff=7.64753e-07
Step 68934, Diff=7.64737e-07
Step 68935, Diff=7.64721e-07
Step 68936, Diff=7.64705e-07
Step 68937, Diff=7.64689e-07
Step 68938, Diff=7.64673e-07
Step 68939, Diff=7.64657e-07
Step 68940, Diff=7.64641e-07
Step 68941, Diff=7.64624e-07
Step 68942, Diff=7.64608e-07
Step 68943, Diff=7.64592e-07
Step 68944, Diff=7.64576e-07
Step 68945, Diff=7.6456e-07
Step 68946, Diff=7.64544e-07
Step 68947, Diff=7.64528e-07
Step 68948, Diff=7.64512e-07
Step 68949, Diff=7.64496e-07
Step 68950, Diff=7.6448e-07
Step 68951, Diff=7.64464e-07
Step 68952, Diff=7.64448e-07
Step 68953, Diff=7.64432e-07
Step 68954, Diff=7.64416e-07
Step 68955, Diff=7.64399e-07
Step 68956, Diff=7.64383e-07
Step 68957, Diff=7.64367e-07
Step 68958, Diff=7.64351e-07
Step 68959, Diff=7.64335e-07
Step 68960, Diff=7.64319e-07
Step 68961, Diff=7.64303e-07
Step 68962, Diff=7.64287e-07
Step 68963, Diff=7.64271e-07
Step 68964, Diff=7.64255e-07
Step 68965, Diff=7.64239e-07
Step 68966, Diff=7.64223e-07
Step 68967, Diff=7.64207e-07
Step 68968, Diff=7.64191e-07
Step 68969, Diff=7.64175e-07
Step 68970, Diff=7.64158e-07
Step 68971, Diff=7.64142e-07
Step 68972, Diff=7.64126e-07
Step 68973, Diff=7.6411e-07
Step 68974, Diff=7.64094e-07
Step 68975, Diff=7.64078e-07
Step 68976, Diff=7.64062e-07
Step 68977, Diff=7.64046e-07
Step 68978, Diff=7.6403e-07
Step 68979, Diff=7.64014e-07
Step 68980, Diff=7.63998e-07
Step 68981, Diff=7.63982e-07
Step 68982, Diff=7.63966e-07
Step 68983, Diff=7.6395e-07
Step 68984, Diff=7.63934e-07
Step 68985, Diff=7.63918e-07
Step 68986, Diff=7.63902e-07
Step 68987, Diff=7.63885e-07
Step 68988, Diff=7.63869e-07
Step 68989, Diff=7.63853e-07
Step 68990, Diff=7.63837e-07
Step 68991, Diff=7.63821e-07
Step 68992, Diff=7.63805e-07
Step 68993, Diff=7.63789e-07
Step 68994, Diff=7.63773e-07
Step 68995, Diff=7.63757e-07
Step 68996, Diff=7.63741e-07
Step 68997, Diff=7.63725e-07
Step 68998, Diff=7.63709e-07
Step 68999, Diff=7.63693e-07
Step 69000, Diff=7.63677e-07
Step 69001, Diff=7.63661e-07
Step 69002, Diff=7.63645e-07
Step 69003, Diff=7.63629e-07
Step 69004, Diff=7.63613e-07
Step 69005, Diff=7.63597e-07
Step 69006, Diff=7.6358e-07
Step 69007, Diff=7.63564e-07
Step 69008, Diff=7.63548e-07
Step 69009, Diff=7.63532e-07
Step 69010, Diff=7.63516e-07
Step 69011, Diff=7.635e-07
Step 69012, Diff=7.63484e-07
Step 69013, Diff=7.63468e-07
Step 69014, Diff=7.63452e-07
Step 69015, Diff=7.63436e-07
Step 69016, Diff=7.6342e-07
Step 69017, Diff=7.63404e-07
Step 69018, Diff=7.63388e-07
Step 69019, Diff=7.63372e-07
Step 69020, Diff=7.63356e-07
Step 69021, Diff=7.6334e-07
Step 69022, Diff=7.63324e-07
Step 69023, Diff=7.63308e-07
Step 69024, Diff=7.63292e-07
Step 69025, Diff=7.63276e-07
Step 69026, Diff=7.6326e-07
Step 69027, Diff=7.63244e-07
Step 69028, Diff=7.63228e-07
Step 69029, Diff=7.63211e-07
Step 69030, Diff=7.63195e-07
Step 69031, Diff=7.63179e-07
Step 69032, Diff=7.63163e-07
Step 69033, Diff=7.63147e-07
Step 69034, Diff=7.63131e-07
Step 69035, Diff=7.63115e-07
Step 69036, Diff=7.63099e-07
Step 69037, Diff=7.63083e-07
Step 69038, Diff=7.63067e-07
Step 69039, Diff=7.63051e-07
Step 69040, Diff=7.63035e-07
Step 69041, Diff=7.63019e-07
Step 69042, Diff=7.63003e-07
Step 69043, Diff=7.62987e-07
Step 69044, Diff=7.62971e-07
Step 69045, Diff=7.62955e-07
Step 69046, Diff=7.62939e-07
Step 69047, Diff=7.62923e-07
Step 69048, Diff=7.62907e-07
Step 69049, Diff=7.62891e-07
Step 69050, Diff=7.62875e-07
Step 69051, Diff=7.62859e-07
Step 69052, Diff=7.62843e-07
Step 69053, Diff=7.62827e-07
Step 69054, Diff=7.62811e-07
Step 69055, Diff=7.62795e-07
Step 69056, Diff=7.62779e-07
Step 69057, Diff=7.62763e-07
Step 69058, Diff=7.62747e-07
Step 69059, Diff=7.62731e-07
Step 69060, Diff=7.62715e-07
Step 69061, Diff=7.62698e-07
Step 69062, Diff=7.62682e-07
Step 69063, Diff=7.62666e-07
Step 69064, Diff=7.6265e-07
Step 69065, Diff=7.62634e-07
Step 69066, Diff=7.62618e-07
Step 69067, Diff=7.62602e-07
Step 69068, Diff=7.62586e-07
Step 69069, Diff=7.6257e-07
Step 69070, Diff=7.62554e-07
Step 69071, Diff=7.62538e-07
Step 69072, Diff=7.62522e-07
Step 69073, Diff=7.62506e-07
Step 69074, Diff=7.6249e-07
Step 69075, Diff=7.62474e-07
Step 69076, Diff=7.62458e-07
Step 69077, Diff=7.62442e-07
Step 69078, Diff=7.62426e-07
Step 69079, Diff=7.6241e-07
Step 69080, Diff=7.62394e-07
Step 69081, Diff=7.62378e-07
Step 69082, Diff=7.62362e-07
Step 69083, Diff=7.62346e-07
Step 69084, Diff=7.6233e-07
Step 69085, Diff=7.62314e-07
Step 69086, Diff=7.62298e-07
Step 69087, Diff=7.62282e-07
Step 69088, Diff=7.62266e-07
Step 69089, Diff=7.6225e-07
Step 69090, Diff=7.62234e-07
Step 69091, Diff=7.62218e-07
Step 69092, Diff=7.62202e-07
Step 69093, Diff=7.62186e-07
Step 69094, Diff=7.6217e-07
Step 69095, Diff=7.62154e-07
Step 69096, Diff=7.62138e-07
Step 69097, Diff=7.62122e-07
Step 69098, Diff=7.62106e-07
Step 69099, Diff=7.6209e-07
Step 69100, Diff=7.62074e-07
Step 69101, Diff=7.62058e-07
Step 69102, Diff=7.62042e-07
Step 69103, Diff=7.62026e-07
Step 69104, Diff=7.6201e-07
Step 69105, Diff=7.61994e-07
Step 69106, Diff=7.61978e-07
Step 69107, Diff=7.61962e-07
Step 69108, Diff=7.61946e-07
Step 69109, Diff=7.6193e-07
Step 69110, Diff=7.61914e-07
Step 69111, Diff=7.61898e-07
Step 69112, Diff=7.61882e-07
Step 69113, Diff=7.61866e-07
Step 69114, Diff=7.6185e-07
Step 69115, Diff=7.61834e-07
Step 69116, Diff=7.61818e-07
Step 69117, Diff=7.61802e-07
Step 69118, Diff=7.61786e-07
Step 69119, Diff=7.6177e-07
Step 69120, Diff=7.61754e-07
Step 69121, Diff=7.61738e-07
Step 69122, Diff=7.61722e-07
Step 69123, Diff=7.61706e-07
Step 69124, Diff=7.6169e-07
Step 69125, Diff=7.61674e-07
Step 69126, Diff=7.61658e-07
Step 69127, Diff=7.61642e-07
Step 69128, Diff=7.61626e-07
Step 69129, Diff=7.6161e-07
Step 69130, Diff=7.61594e-07
Step 69131, Diff=7.61578e-07
Step 69132, Diff=7.61562e-07
Step 69133, Diff=7.61546e-07
Step 69134, Diff=7.6153e-07
Step 69135, Diff=7.61514e-07
Step 69136, Diff=7.61498e-07
Step 69137, Diff=7.61482e-07
Step 69138, Diff=7.61466e-07
Step 69139, Diff=7.6145e-07
Step 69140, Diff=7.61434e-07
Step 69141, Diff=7.61418e-07
Step 69142, Diff=7.61402e-07
Step 69143, Diff=7.61386e-07
Step 69144, Diff=7.6137e-07
Step 69145, Diff=7.61354e-07
Step 69146, Diff=7.61338e-07
Step 69147, Diff=7.61322e-07
Step 69148, Diff=7.61306e-07
Step 69149, Diff=7.6129e-07
Step 69150, Diff=7.61274e-07
Step 69151, Diff=7.61258e-07
Step 69152, Diff=7.61242e-07
Step 69153, Diff=7.61226e-07
Step 69154, Diff=7.6121e-07
Step 69155, Diff=7.61194e-07
Step 69156, Diff=7.61178e-07
Step 69157, Diff=7.61162e-07
Step 69158, Diff=7.61146e-07
Step 69159, Diff=7.6113e-07
Step 69160, Diff=7.61114e-07
Step 69161, Diff=7.61098e-07
Step 69162, Diff=7.61082e-07
Step 69163, Diff=7.61066e-07
Step 69164, Diff=7.6105e-07
Step 69165, Diff=7.61034e-07
Step 69166, Diff=7.61018e-07
Step 69167, Diff=7.61002e-07
Step 69168, Diff=7.60986e-07
Step 69169, Diff=7.6097e-07
Step 69170, Diff=7.60954e-07
Step 69171, Diff=7.60938e-07
Step 69172, Diff=7.60922e-07
Step 69173, Diff=7.60906e-07
Step 69174, Diff=7.6089e-07
Step 69175, Diff=7.60874e-07
Step 69176, Diff=7.60859e-07
Step 69177, Diff=7.60843e-07
Step 69178, Diff=7.60827e-07
Step 69179, Diff=7.60811e-07
Step 69180, Diff=7.60795e-07
Step 69181, Diff=7.60779e-07
Step 69182, Diff=7.60763e-07
Step 69183, Diff=7.60747e-07
Step 69184, Diff=7.60731e-07
Step 69185, Diff=7.60715e-07
Step 69186, Diff=7.60699e-07
Step 69187, Diff=7.60683e-07
Step 69188, Diff=7.60667e-07
Step 69189, Diff=7.60651e-07
Step 69190, Diff=7.60635e-07
Step 69191, Diff=7.60619e-07
Step 69192, Diff=7.60603e-07
Step 69193, Diff=7.60587e-07
Step 69194, Diff=7.60571e-07
Step 69195, Diff=7.60555e-07
Step 69196, Diff=7.60539e-07
Step 69197, Diff=7.60523e-07
Step 69198, Diff=7.60507e-07
Step 69199, Diff=7.60491e-07
Step 69200, Diff=7.60475e-07
Step 69201, Diff=7.60459e-07
Step 69202, Diff=7.60443e-07
Step 69203, Diff=7.60427e-07
Step 69204, Diff=7.60411e-07
Step 69205, Diff=7.60395e-07
Step 69206, Diff=7.60379e-07
Step 69207, Diff=7.60363e-07
Step 69208, Diff=7.60347e-07
Step 69209, Diff=7.60332e-07
Step 69210, Diff=7.60316e-07
Step 69211, Diff=7.603e-07
Step 69212, Diff=7.60284e-07
Step 69213, Diff=7.60268e-07
Step 69214, Diff=7.60252e-07
Step 69215, Diff=7.60236e-07
Step 69216, Diff=7.6022e-07
Step 69217, Diff=7.60204e-07
Step 69218, Diff=7.60188e-07
Step 69219, Diff=7.60172e-07
Step 69220, Diff=7.60156e-07
Step 69221, Diff=7.6014e-07
Step 69222, Diff=7.60124e-07
Step 69223, Diff=7.60108e-07
Step 69224, Diff=7.60092e-07
Step 69225, Diff=7.60076e-07
Step 69226, Diff=7.6006e-07
Step 69227, Diff=7.60044e-07
Step 69228, Diff=7.60028e-07
Step 69229, Diff=7.60012e-07
Step 69230, Diff=7.59996e-07
Step 69231, Diff=7.5998e-07
Step 69232, Diff=7.59965e-07
Step 69233, Diff=7.59949e-07
Step 69234, Diff=7.59933e-07
Step 69235, Diff=7.59917e-07
Step 69236, Diff=7.59901e-07
Step 69237, Diff=7.59885e-07
Step 69238, Diff=7.59869e-07
Step 69239, Diff=7.59853e-07
Step 69240, Diff=7.59837e-07
Step 69241, Diff=7.59821e-07
Step 69242, Diff=7.59805e-07
Step 69243, Diff=7.59789e-07
Step 69244, Diff=7.59773e-07
Step 69245, Diff=7.59757e-07
Step 69246, Diff=7.59741e-07
Step 69247, Diff=7.59725e-07
Step 69248, Diff=7.59709e-07
Step 69249, Diff=7.59693e-07
Step 69250, Diff=7.59677e-07
Step 69251, Diff=7.59662e-07
Step 69252, Diff=7.59646e-07
Step 69253, Diff=7.5963e-07
Step 69254, Diff=7.59614e-07
Step 69255, Diff=7.59598e-07
Step 69256, Diff=7.59582e-07
Step 69257, Diff=7.59566e-07
Step 69258, Diff=7.5955e-07
Step 69259, Diff=7.59534e-07
Step 69260, Diff=7.59518e-07
Step 69261, Diff=7.59502e-07
Step 69262, Diff=7.59486e-07
Step 69263, Diff=7.5947e-07
Step 69264, Diff=7.59454e-07
Step 69265, Diff=7.59438e-07
Step 69266, Diff=7.59422e-07
Step 69267, Diff=7.59406e-07
Step 69268, Diff=7.59391e-07
Step 69269, Diff=7.59375e-07
Step 69270, Diff=7.59359e-07
Step 69271, Diff=7.59343e-07
Step 69272, Diff=7.59327e-07
Step 69273, Diff=7.59311e-07
Step 69274, Diff=7.59295e-07
Step 69275, Diff=7.59279e-07
Step 69276, Diff=7.59263e-07
Step 69277, Diff=7.59247e-07
Step 69278, Diff=7.59231e-07
Step 69279, Diff=7.59215e-07
Step 69280, Diff=7.59199e-07
Step 69281, Diff=7.59183e-07
Step 69282, Diff=7.59167e-07
Step 69283, Diff=7.59152e-07
Step 69284, Diff=7.59136e-07
Step 69285, Diff=7.5912e-07
Step 69286, Diff=7.59104e-07
Step 69287, Diff=7.59088e-07
Step 69288, Diff=7.59072e-07
Step 69289, Diff=7.59056e-07
Step 69290, Diff=7.5904e-07
Step 69291, Diff=7.59024e-07
Step 69292, Diff=7.59008e-07
Step 69293, Diff=7.58992e-07
Step 69294, Diff=7.58976e-07
Step 69295, Diff=7.5896e-07
Step 69296, Diff=7.58944e-07
Step 69297, Diff=7.58929e-07
Step 69298, Diff=7.58913e-07
Step 69299, Diff=7.58897e-07
Step 69300, Diff=7.58881e-07
Step 69301, Diff=7.58865e-07
Step 69302, Diff=7.58849e-07
Step 69303, Diff=7.58833e-07
Step 69304, Diff=7.58817e-07
Step 69305, Diff=7.58801e-07
Step 69306, Diff=7.58785e-07
Step 69307, Diff=7.58769e-07
Step 69308, Diff=7.58753e-07
Step 69309, Diff=7.58737e-07
Step 69310, Diff=7.58722e-07
Step 69311, Diff=7.58706e-07
Step 69312, Diff=7.5869e-07
Step 69313, Diff=7.58674e-07
Step 69314, Diff=7.58658e-07
